-0.00047,-0.00079,0.00085,-0.00145,-0.00195,-0.00227,-0.00096,-0.00260,-0.00277,-0.00326,-0.00425,-0.00441,-0.00474,-0.00490,-0.00556,-0.00540,-0.00589,-0.00638,-0.00655,-0.00688,-0.00852,-0.01033,-0.01247,-0.01427,-0.01592,-0.01756,-0.01953,-0.02068,-0.02299,-0.02463,-0.02644,-0.02825
-0.00047,-0.00079,0.00118,-0.00129,-0.00178,-0.00211,-0.00112,-0.00293,-0.00260,-0.00342,-0.00425,-0.00441,-0.00490,-0.00474,-0.00540,-0.00556,-0.00589,-0.00638,-0.00655,-0.00688,-0.00852,-0.01082,-0.01247,-0.01411,-0.01559,-0.01773,-0.01953,-0.02085,-0.02299,-0.02463,-0.02627,-0.02808
-0.00030,-0.00096,0.00085,-0.00145,-0.00195,-0.00227,-0.00096,-0.00277,-0.00260,-0.00342,-0.00408,-0.00458,-0.00458,-0.00490,-0.00540,-0.00573,-0.00589,-0.00671,-0.00638,-0.00704,-0.00868,-0.01066,-0.01263,-0.01394,-0.01575,-0.01773,-0.01953,-0.02085,-0.02299,-0.02479,-0.02660,-0.02808
-0.00047,-0.00079,0.00085,-0.00129,-0.00178,-0.00195,-0.00096,-0.00293,-0.00260,-0.00359,-0.00408,-0.00425,-0.00458,-0.00490,-0.00540,-0.00573,-0.00589,-0.00655,-0.00655,-0.00704,-0.00852,-0.01049,-0.01230,-0.01411,-0.01575,-0.01773,-0.01970,-0.02068,-0.02299,-0.02463,-0.02644,-0.02808
-0.00030,-0.00079,0.00085,-0.00129,-0.00178,-0.00211,-0.00063,-0.00293,-0.00244,-0.00342,-0.00408,-0.00458,-0.00458,-0.00490,-0.00523,-0.00540,-0.00605,-0.00671,-0.00655,-0.00721,-0.00852,-0.01049,-0.01247,-0.01411,-0.01575,-0.01773,-0.01937,-0.02068,-0.02282,-0.02479,-0.02660,-0.02808
-0.00030,-0.00063,0.00052,-0.00145,-0.00178,-0.00211,-0.00096,-0.00277,-0.00244,-0.00326,-0.00408,-0.00441,-0.00474,-0.00490,-0.00573,-0.00556,-0.00622,-0.00655,-0.00622,-0.00671,-0.00868,-0.01049,-0.01247,-0.01394,-0.01559,-0.01756,-0.01953,-0.02085,-0.02315,-0.02463,-0.02627,-0.02808
-0.00030,-0.00112,0.00085,-0.00112,-0.00178,-0.00211,-0.00096,-0.00293,-0.00244,-0.00342,-0.00425,-0.00441,-0.00458,-0.00490,-0.00540,-0.00556,-0.00605,-0.00655,-0.00638,-0.00721,-0.00868,-0.01049,-0.01230,-0.01411,-0.01559,-0.01773,-0.01953,-0.02085,-0.02315,-0.02447,-0.02644,-0.02808
-0.00047,-0.00063,0.00101,-0.00145,-0.00195,-0.00211,-0.00079,-0.00260,-0.00260,-0.00359,-0.00392,-0.00425,-0.00474,-0.00490,-0.00523,-0.00573,-0.00622,-0.00638,-0.00655,-0.00704,-0.00852,-0.01066,-0.01247,-0.01427,-0.01575,-0.01789,-0.01953,-0.02068,-0.02299,-0.02463,-0.02644,-0.02808
-0.00030,-0.00112,0.00101,-0.00129,-0.00195,-0.00211,-0.00096,-0.00277,-0.00260,-0.00342,-0.00425,-0.00441,-0.00458,-0.00474,-0.00540,-0.00556,-0.00605,-0.00638,-0.00605,-0.00704,-0.00868,-0.01049,-0.01230,-0.01411,-0.01575,-0.01789,-0.01953,-0.02068,-0.02282,-0.02430,-0.02660,-0.02808
-0.00047,-0.00079,0.00085,-0.00145,-0.00211,-0.00227,-0.00096,-0.00277,-0.00260,-0.00359,-0.00392,-0.00425,-0.00458,-0.00490,-0.00556,-0.00589,-0.00605,-0.00655,-0.00638,-0.00704,-0.00852,-0.01049,-0.01247,-0.01394,-0.01575,-0.01773,-0.01937,-0.02085,-0.02299,-0.02479,-0.02644,-0.02825
-0.00047,-0.00096,0.00101,-0.00145,-0.00178,-0.00227,-0.00079,-0.00277,-0.00260,-0.00342,-0.00392,-0.00425,-0.00474,-0.00474,-0.00540,-0.00573,-0.00622,-0.00638,-0.00638,-0.00721,-0.00852,-0.01082,-0.01247,-0.01427,-0.01592,-0.01789,-0.01970,-0.02085,-0.02299,-0.02479,-0.02660,-0.02825
-0.00030,-0.00063,0.00085,-0.00162,-0.00211,-0.00227,-0.00096,-0.00277,-0.00244,-0.00342,-0.00408,-0.00425,-0.00490,-0.00474,-0.00523,-0.00540,-0.00589,-0.00655,-0.00655,-0.00671,-0.00885,-0.01066,-0.01230,-0.01411,-0.01592,-0.01773,-0.01937,-0.02085,-0.02299,-0.02447,-0.02627,-0.02792
-0.00063,-0.00096,0.00101,-0.00145,-0.00145,-0.00227,-0.00079,-0.00277,-0.00260,-0.00342,-0.00408,-0.00425,-0.00458,-0.00490,-0.00540,-0.00573,-0.00589,-0.00638,-0.00622,-0.00671,-0.00852,-0.01049,-0.01214,-0.01411,-0.01559,-0.01773,-0.01953,-0.02068,-0.02315,-0.02479,-0.02644,-0.02808
-0.00063,-0.00079,0.00085,-0.00162,-0.00178,-0.00227,-0.00079,-0.00277,-0.00260,-0.00359,-0.00408,-0.00441,-0.00490,-0.00490,-0.00540,-0.00573,-0.00622,-0.00655,-0.00638,-0.00688,-0.00852,-0.01049,-0.01247,-0.01411,-0.01592,-0.01756,-0.01937,-0.02068,-0.02282,-0.02447,-0.02644,-0.02825
-0.00014,-0.00096,0.00101,-0.00145,-0.00195,-0.00227,-0.00096,-0.00277,-0.00277,-0.00326,-0.00392,-0.00425,-0.00458,-0.00474,-0.00540,-0.00589,-0.00605,-0.00638,-0.00638,-0.00688,-0.00852,-0.01049,-0.01230,-0.01394,-0.01608,-0.01773,-0.01953,-0.02085,-0.02282,-0.02463,-0.02627,-0.02808
-0.00030,-0.00079,0.00101,-0.00145,-0.00178,-0.00227,-0.00079,-0.00260,-0.00244,-0.00342,-0.00408,-0.00425,-0.00490,-0.00507,-0.00540,-0.00573,-0.00605,-0.00655,-0.00638,-0.00704,-0.00852,-0.01066,-0.01230,-0.01394,-0.01592,-0.01756,-0.01970,-0.02085,-0.02299,-0.02463,-0.02644,-0.02808
-0.00030,-0.00079,0.00085,-0.00145,-0.00178,-0.00244,-0.00079,-0.00293,-0.00260,-0.00326,-0.00392,-0.00408,-0.00490,-0.00474,-0.00523,-0.00556,-0.00622,-0.00638,-0.00638,-0.00721,-0.00885,-0.01049,-0.01230,-0.01394,-0.01592,-0.01773,-0.01953,-0.02101,-0.02315,-0.02463,-0.02644,-0.02825
-0.00047,-0.00079,0.00085,-0.00145,-0.00162,-0.00227,-0.00079,-0.00277,-0.00260,-0.00359,-0.00408,-0.00441,-0.00474,-0.00490,-0.00540,-0.00589,-0.00589,-0.00655,-0.00655,-0.00721,-0.00852,-0.01049,-0.01230,-0.01394,-0.01575,-0.01756,-0.01937,-0.02085,-0.02282,-0.02463,-0.02627,-0.02808
-0.00047,-0.00096,0.00101,-0.00162,-0.00195,-0.00211,-0.00096,-0.00277,-0.00260,-0.00342,-0.00408,-0.00441,-0.00474,-0.00490,-0.00540,-0.00589,-0.00605,-0.00638,-0.00638,-0.00704,-0.00852,-0.01082,-0.01230,-0.01444,-0.01592,-0.01756,-0.01937,-0.02085,-0.02299,-0.02447,-0.02627,-0.02825
-0.00047,-0.00096,0.00085,-0.00129,-0.00178,-0.00211,-0.00079,-0.00293,-0.00260,-0.00359,-0.00408,-0.00425,-0.00474,-0.00490,-0.00540,-0.00605,-0.00589,-0.00622,-0.00622,-0.00688,-0.00885,-0.01049,-0.01230,-0.01427,-0.01592,-0.01756,-0.01937,-0.02085,-0.02299,-0.02463,-0.02644,-0.02808
-0.00030,-0.00079,0.00085,-0.00162,-0.00195,-0.00195,-0.00079,-0.00277,-0.00260,-0.00342,-0.00425,-0.00441,-0.00474,-0.00507,-0.00556,-0.00573,-0.00573,-0.00655,-0.00638,-0.00704,-0.00852,-0.01066,-0.01263,-0.01411,-0.01575,-0.01789,-0.01937,-0.02101,-0.02299,-0.02447,-0.02644,-0.02808
-0.00047,-0.00079,0.00101,-0.00162,-0.00178,-0.00211,-0.00079,-0.00293,-0.00260,-0.00342,-0.00392,-0.00441,-0.00474,-0.00490,-0.00523,-0.00573,-0.00589,-0.00655,-0.00638,-0.00704,-0.00852,-0.01016,-0.01247,-0.01427,-0.01575,-0.01756,-0.01937,-0.02085,-0.02282,-0.02447,-0.02627,-0.02808
-0.00063,-0.00079,0.00101,-0.00162,-0.00178,-0.00227,-0.00079,-0.00277,-0.00277,-0.00342,-0.00408,-0.00425,-0.00474,-0.00490,-0.00556,-0.00556,-0.00622,-0.00638,-0.00638,-0.00704,-0.00836,-0.01033,-0.01230,-0.01411,-0.01592,-0.01789,-0.01953,-0.02085,-0.02282,-0.02479,-0.02644,-0.02808
-0.00063,-0.00079,0.00068,-0.00145,-0.00195,-0.00244,-0.00079,-0.00277,-0.00277,-0.00342,-0.00392,-0.00441,-0.00490,-0.00490,-0.00523,-0.00589,-0.00605,-0.00655,-0.00655,-0.00671,-0.00868,-0.01033,-0.01230,-0.01427,-0.01592,-0.01773,-0.01970,-0.02085,-0.02299,-0.02447,-0.02660,-0.02825
-0.00063,-0.00096,0.00085,-0.00145,-0.00195,-0.00244,-0.00079,-0.00293,-0.00260,-0.00359,-0.00425,-0.00441,-0.00474,-0.00490,-0.00540,-0.00573,-0.00605,-0.00655,-0.00638,-0.00721,-0.00852,-0.01049,-0.01247,-0.01411,-0.01559,-0.01756,-0.01970,-0.02068,-0.02299,-0.02463,-0.02644,-0.02808
-0.00030,-0.00112,0.00118,-0.00162,-0.00195,-0.00211,-0.00096,-0.00293,-0.00244,-0.00342,-0.00425,-0.00441,-0.00458,-0.00490,-0.00523,-0.00573,-0.00589,-0.00655,-0.00622,-0.00704,-0.00885,-0.01066,-0.01230,-0.01411,-0.01575,-0.01773,-0.01953,-0.02101,-0.02299,-0.02479,-0.02644,-0.02808
-0.00030,-0.00079,0.00085,-0.00129,-0.00178,-0.00211,-0.00096,-0.00277,-0.00227,-0.00342,-0.00392,-0.00425,-0.00474,-0.00507,-0.00556,-0.00556,-0.00605,-0.00638,-0.00622,-0.00704,-0.00868,-0.01066,-0.01214,-0.01411,-0.01575,-0.01756,-0.01970,-0.02085,-0.02299,-0.02496,-0.02660,-0.02825
